2024-06-14,3930,4130,3880,3930,175200,PTL
2024-06-14,32350,32450,31200,31200,6359700,PVD
2024-06-14,18550,18800,17500,17600,1405700,PVP
2024-06-14,31450,32000,30300,30300,5635200,PVT
2024-06-14,14500,14500,14100,14100,390700,QCG
2024-06-14,41500,42000,38500,38500,178900,QNP
2024-06-14,131800,131800,129800,130800,11500,RAL
2024-06-14,5420,5680,5400,5400,2178200,RDP
2024-06-14,64099,64200,61500,61500,1216100,REE
2024-06-14,43000,43000,43000,43000,200,S4A
2024-06-14,64800,65099,62600,63400,3852700,SAB
2024-06-14,7620,7800,7490,7500,1882100,SAM
2024-06-14,17700,18000,17350,17700,113200,SAV
2024-06-14,32250,32800,32250,32800,18600,SBA
2024-06-14,13200,13300,13000,13200,301600,SBG
2024-06-14,12000,12150,11850,11850,2000400,SBT
2024-06-14,10600,10650,10600,10650,4200,SBV
2024-06-14,7190,7200,7000,7000,1632700,SCR
2024-06-14,87700,88200,86000,86600,202800,SCS
2024-06-14,24950,26200,23250,25300,17100,SFC
2024-06-14,13900,13900,13000,13600,1800,SFG
2024-06-14,34300,35000,34300,34300,21300,SFI
2024-06-14,82000,82200,81000,81000,32800,SGN
2024-06-14,31850,33250,29000,29000,617300,SGR
2024-06-14,14000,15000,13900,14550,163300,SGT
2024-06-14,4530,4650,4530,4550,13800,SHA
2024-06-14,12100,12100,11700,11700,26575500,SHB
2024-06-14,15050,15050,14900,15000,212100,SHI
2024-06-14,35500,35800,35500,35800,4200,SHP
2024-06-14,94500,95700,92000,92000,581600,SIP
2024-06-14,16350,16400,16149,16149,180800,SJD
2024-06-14,61500,61600,61000,61400,38000,SJS
2024-06-14,15000,15100,14500,14500,1293600,SKG
2024-06-14,9720,9720,9720,9720,100,SMA
2024-06-14,38600,38900,38600,38800,4200,SMB
2024-06-14,14500,15000,14050,14050,790700,SMC
2024-06-14,32600,32600,32600,32600,100,SRC
2024-06-14,9420,9600,8970,9520,41400,SRF
2024-06-14,21700,22800,21600,22000,3329800,SSB
2024-06-14,37300,37300,36500,36800,700,SSC
2024-06-14,36700,37200,36100,36100,26737800,SSI
2024-06-14,9600,9620,9200,9200,877500,ST8
2024-06-14,31650,31900,30550,30550,15865800,STB
2024-06-14,33050,33050,31800,31800,332000,STK
2024-06-14,26400,26400,26400,26400,100,SVC
2024-06-14,2900,2990,2900,2970,73800,SVD
2024-06-14,13100,13200,13000,13000,20100,SVT
2024-06-14,43300,43750,42000,42000,2902600,SZC
2024-06-14,42000,42000,41550,41550,5900,SZL
2024-06-14,40500,40700,40500,40700,5300,TBC
2024-06-14,49500,49550,49100,49100,9835600,TCB
2024-06-14,7010,7100,6920,6920,1208600,TCD
2024-06-14,19650,19850,19000,19000,10210700,TCH
2024-06-14,11600,11650,11400,11450,316600,TCI
2024-06-14,38900,39600,38900,38900,113700,TCL
2024-06-14,51300,51300,49800,49800,3660900,TCM
2024-06-14,11900,13000,11800,11950,72800,TCO
2024-06-14,21150,21200,21000,21200,19500,TCT
2024-06-14,9050,9050,8740,8740,233500,TDC
2024-06-14,4270,4270,4160,4160,57400,TDG
2024-06-14,3470,3490,3410,3410,206200,TDH
2024-06-14,48250,48500,48250,48500,2200,TDM
2024-06-14,33900,33900,33500,33900,85000,TDP
2024-06-14,8700,8700,8370,8680,75900,TEG
2024-06-14,44850,45000,44600,44600,26200,THG
2024-06-14,24400,25000,24100,24100,690600,TIP
2024-06-14,35500,35500,35500,35500,200,TIX
2024-06-14,5240,5240,5050,5100,37000,TLD
2024-06-14,53300,53300,52900,53000,61800,TLG
2024-06-14,8260,8400,8050,8050,2106700,TLH
2024-06-14,69500,69500,69500,69500,400,TMP
2024-06-14,50900,51000,49600,50000,6500,TMS
2024-06-14,14350,14650,13600,13650,15400,TMT
2024-06-14,13800,13800,13350,13350,1900,TN1
2024-06-14,4800,4910,4780,4780,80800,TNA
2024-06-14,45600,45600,42650,45150,8000,TNC
2024-06-14,22000,22750,21900,21900,1460900,TNH
2024-06-14,2730,2730,2600,2600,212800,TNI
2024-06-14,5200,5210,5130,5130,498900,TNT
2024-06-14,19000,19100,18650,18650,11910200,TPB
2024-06-14,6180,6190,5900,5900,1500,TPC
2024-06-14,81500,81600,81500,81600,1500,TRA
2024-06-14,43000,43000,43000,43000,100,TRC
2024-06-14,3260,3350,3240,3290,1850200,TSC
2024-06-14,8750,8760,8590,8600,675900,TTA
2024-06-14,11900,11900,11900,11900,500,TTE
2024-06-14,4100,4110,4050,4050,1511400,TTF
2024-06-14,51300,52200,50100,50100,797000,TV2
2024-06-14,8960,9170,8900,8900,747200,TVB
2024-06-14,27300,28100,25500,25500,1412300,TVS
2024-06-14,18100,18100,18000,18000,15400,TVT
2024-06-14,11000,11000,10800,10800,6300,TYA
2024-06-14,13500,13500,13500,13500,1600,VAF
2024-06-14,9550,9600,9500,9500,1200,VCA
2024-06-14,88500,89100,87500,87500,2482100,VCB
2024-06-14,220000,220000,220000,220000,600,VCF
2024-06-14,20950,21250,20600,20600,8156700,VCG
2024-06-14,51000,51600,49000,49000,9748400,VCI
2024-06-14,45500,45500,44100,44500,78900,VDP
2024-06-14,26900,27500,24900,24900,2068200,VDS
2024-06-14,73700,73700,71600,71900,23000,VFG
2024-06-14,55700,56100,54500,54500,734700,VGC
2024-06-14,78000,78000,74800,74800,1449900,VHC
2024-06-14,38400,38850,38050,38200,8589700,VHM
2024-06-14,23050,23050,22500,22500,6670000,VIB
2024-06-14,43200,43250,42000,42000,2718400,VIC
2024-06-14,5990,5990,5900,5900,5300,VID
2024-06-14,15150,15600,14200,14200,1688400,VIP
2024-06-14,19050,19200,18200,18200,32262000,VIX
2024-06-14,106000,106200,104000,104800,1183400,VJC
2024-06-14,17300,17450,17050,17050,4600,VMD
2024-06-14,18200,18300,17850,17850,16531300,VND
2024-06-14,5500,5550,5480,5480,153900,VNE
2024-06-14,8630,8630,8340,8400,13600,VNG
2024-06-14,15800,15800,15250,15600,49300,VNL
2024-06-14,67000,67300,66200,66200,4124200,VNM
2024-06-14,11100,11100,11000,11000,80100,VNS
2024-06-14,19700,20300,18350,18350,5596400,VOS
2024-06-14,19450,19500,18700,18700,35956600,VPB
2024-06-14,26350,26350,26000,26250,31800,VPD
2024-06-14,16200,16300,15400,15400,1089400,VPG
2024-06-14,8300,8500,8160,8160,589000,VPH
2024-06-14,58500,58800,57500,57500,1194100,VPI
2024-06-14,10350,10350,10350,10350,38700,VPS
2024-06-14,10700,11100,10300,10300,35500,VRC
2024-06-14,21800,21850,21450,21450,10375100,VRE
2024-06-14,23350,23650,22200,22200,14526800,VSC
2024-06-14,50000,50000,49000,49600,27400,VSH
2024-06-14,19250,19250,19250,19250,100,VSI
2024-06-14,10700,11200,10700,11200,5800,VTB
2024-06-14,13700,13850,12750,12750,2887700,VTO
2024-06-14,83400,88300,82900,86800,5010300,VTP
2024-06-14,11200,11500,11200,11500,1600,YBM
2024-06-14,9680,9790,9200,9200,2531300,YEG
